player_id,player_url,fifa_version,fifa_update,update_as_of,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_id,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined_date,club_contract_valid_until_year,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk
259679,/player/259679/jayden-braaf/240002,24,2,9/22/23,J. Braaf,Jayden Jezairo Braaf,"CF, LM, LW",65,77,1700000,6000,20,8/31/02,180,84,206,Hellas Verona,31,Serie A,1,RES,7,,7/2/23,2026,34,Netherlands,,,,Right,4,4,1,Medium/Medium,Normal (170-185),No,3400000,,Rapid,76,62,60,71,40,67,61,60,50,62,56,71,60,58,56,68,77,76,82,63,86,69,70,69,69,62,59,40,61,60,53,59,43,37,32,8,11,13,14,12,,64+2,64+2,64+2,66,65,65,65,66,65+2,65+2,65+2,66+2,60+2,60+2,60+2,66+2,56+2,53+2,53+2,53+2,56+2,53+2,49+2,49+2,49+2,53+2,17+2
248171,/player/248171/davide-bettella/240002,24,2,9/22/23,D. Bettella,Davide Bettella,CB,65,76,1500000,9000,23,4/7/00,185,75,111811,Monza,31,Serie A,1,SUB,18,,7/1/22,2027,27,Italy,,,,Right,3,2,1,Low/Medium,Lean (185+),No,2900000,,,60,35,47,50,67,60,35,28,67,58,30,48,35,33,50,50,58,61,51,62,57,54,68,42,66,30,65,65,38,42,40,56,65,69,67,8,10,11,6,10,,48+2,48+2,48+2,47,48,48,48,47,48+2,48+2,48+2,48+2,50+2,50+2,50+2,48+2,56+2,59+2,59+2,59+2,56+2,59+2,65+2,65+2,65+2,59+2,15+2
240657,/player/240657/federico-ravaglia/240002,24,2,9/22/23,F. Ravaglia,Federico Ravaglia,GK,65,75,1400000,5000,23,11/11/99,191,75,189,Bologna,31,Serie A,1,SUB,34,,7/1/17,2026,27,Italy,,,,Right,3,1,1,Medium/Medium,Lean (185+),No,2800000,,,,,,,,,11,11,13,19,9,9,14,13,21,19,35,39,41,43,34,41,48,43,48,9,18,10,10,21,19,23,14,13,10,67,65,54,67,68,37,22+2,22+2,22+2,19,20,20,20,19,20+2,20+2,20+2,21+2,20+2,20+2,20+2,21+2,21+2,21+2,21+2,21+2,21+2,21+2,20+2,20+2,20+2,21+2,64+2
253162,/player/253162/hans-nicolussi-caviglia/240002,24,2,9/22/23,H. Nicolussi Caviglia,Hans Nicolussi Caviglia,CM,65,74,1600000,17000,23,6/18/00,184,70,45,Juventus,31,Serie A,1,RES,41,,7/1/19,2026,27,Italy,,,,Right,3,3,1,High/Medium,Lean (170-185),No,3000000,,,68,53,65,66,53,54,55,44,57,73,51,69,56,49,71,67,72,65,60,62,70,71,59,65,47,55,58,45,65,65,48,54,49,59,57,8,10,7,10,12,,60+2,60+2,60+2,63,64,64,64,63,65+2,65+2,65+2,65+2,65+2,65+2,65+2,65+2,60+2,60+2,60+2,60+2,60+2,59+2,55+2,55+2,55+2,59+2,16+2
271578,/player/271578/mattia-chiesa/240002,24,2,9/22/23,M. Chiesa,Mattia Chiesa,GK,65,73,1400000,4000,22,7/16/00,190,82,206,Hellas Verona,31,Serie A,1,RES,16,,7/1/22,2026,27,Italy,,,,Right,3,1,1,Medium/Medium,Normal (185+),No,2800000,,,,,,,,,14,10,12,30,11,17,19,20,31,18,39,40,51,63,45,50,61,28,69,12,29,13,11,37,21,49,8,20,19,67,62,67,61,65,39,27+2,27+2,27+2,25,26,26,26,25,27+2,27+2,27+2,26+2,27+2,27+2,27+2,26+2,24+2,27+2,27+2,27+2,24+2,24+2,26+2,26+2,26+2,24+2,64+2
269745,/player/269745/oussama-el-azzouzi/240002,24,2,9/22/23,O. El Azzouzi,Oussama El Azzouzi,"CDM, CM",65,72,1400000,6000,22,5/29/01,189,75,189,Bologna,31,Serie A,1,SUB,17,,7/20/23,2027,34,Netherlands,,,,Right,3,2,1,Medium/Medium,Lean (185+),No,2800000,,,54,44,59,66,61,65,55,38,62,70,38,67,46,45,65,72,52,55,56,63,52,57,64,70,65,45,60,61,35,48,53,54,60,62,62,6,7,8,9,8,,54+2,54+2,54+2,57,56,56,56,57,58+2,58+2,58+2,59+2,61+2,61+2,61+2,59+2,63+2,64+2,64+2,64+2,63+2,62+2,63+2,63+2,63+2,62+2,14+2
171490,/player/171490/simone-aresti/240002,24,2,9/22/23,S. Aresti,Simone Aresti,GK,65,65,80000,3000,37,3/15/86,188,78,1842,Cagliari,31,Serie A,1,SUB,18,,9/1/20,2024,27,Italy,,,,Right,2,1,1,Medium/Medium,Normal (185+),No,144000,,,,,,,,,19,12,18,36,14,11,12,19,37,22,35,40,61,60,48,45,53,26,53,18,15,20,11,38,17,51,17,18,14,63,63,60,69,63,37,26+2,26+2,26+2,26,26,26,26,26,29+2,29+2,29+2,27+2,30+2,30+2,30+2,27+2,26+2,28+2,28+2,28+2,26+2,26+2,26+2,26+2,26+2,26+2,64+1
177340,/player/177340/pierluigi-frattali/240002,24,2,9/22/23,P. Frattali,Pierluigi Frattali,GK,65,65,80000,2000,37,12/1/85,185,79,111657,Frosinone,31,Serie A,1,RES,1,,8/29/23,2025,27,Italy,,,,Right,1,1,1,Medium/Medium,Normal (185+),No,144000,,,,,,,,,14,15,11,29,11,13,18,16,30,23,52,46,49,63,30,47,62,20,60,15,30,19,10,46,23,55,29,13,14,64,65,63,65,64,50,28+2,28+2,28+2,27,28,28,28,27,29+2,29+2,29+2,28+2,28+2,28+2,28+2,28+2,26+2,28+2,28+2,28+2,26+2,26+2,28+2,28+2,28+2,26+2,64+1
277432,/player/277432/patrick-dorgu/240002,24,2,9/22/23,P. Dorgu,Patrick Dorgu,LB,64,85,1800000,1000,18,10/26/04,175,67,347,Lecce,31,Serie A,1,SUB,13,,7/1/22,2027,13,Denmark,,,,Left,2,2,1,High/Medium,Normal (170-185),No,5000000,,,77,50,54,67,57,52,63,52,53,56,39,70,54,52,47,64,74,80,68,61,78,51,52,66,41,49,61,57,60,45,42,44,53,60,64,11,8,6,11,7,,58+2,58+2,58+2,62,60,60,60,62,59+2,59+2,59+2,62+2,57+2,57+2,57+2,62+2,63+2,57+2,57+2,57+2,63+2,62+2,57+2,57+2,57+2,62+2,15+2
277869,/player/277869/michael-kayode/240002,24,2,9/22/23,M. Kayode,Michael Kayode,"RB, RWB, LB",64,82,1400000,3000,18,7/10/04,179,70,110374,Fiorentina,31,Serie A,1,SUB,33,,7/1/23,2025,27,Italy,,,,Right,3,4,1,Medium/Medium,Normal (170-185),No,3300000,,Flair,63,34,48,64,63,52,55,32,51,54,42,71,39,34,43,57,64,63,59,63,68,31,52,59,49,33,53,65,58,38,40,44,58,70,66,9,8,8,14,14,,50+2,50+2,50+2,56,53,53,53,56,53+2,53+2,53+2,56+2,53+2,53+2,53+2,56+2,61+2,58+2,58+2,58+2,61+2,62+2,60+2,60+2,60+2,62+2,17+2
277954,/player/277954/kenan-yildiz/240002,24,2,9/22/23,K. Yıldız,Kenan Yıldız,"CF, LM",64,80,1500000,8000,18,5/4/05,185,75,45,Juventus,31,Serie A,1,SUB,15,,3/13/23,2025,48,Turkey,,,,Right,4,2,1,Medium/Medium,Normal (185+),No,3500000,,,71,56,63,68,28,59,60,54,60,68,48,68,62,52,58,70,69,72,72,58,64,56,68,60,62,60,48,30,60,64,58,56,28,20,16,14,14,6,8,14,,61+2,61+2,61+2,65,64,64,64,65,65+2,65+2,65+2,64+2,60+2,60+2,60+2,64+2,49+2,47+2,47+2,47+2,49+2,46+2,41+2,41+2,41+2,46+2,17+2
277704,/player/277704/tommaso-corazza/240002,24,2,9/22/23,T. Corazza,Tommaso Corazza,"LB, LM",64,79,1300000,3000,19,6/29/04,174,72,189,Bologna,31,Serie A,1,SUB,16,,7/1/23,2026,27,Italy,,,,Right,5,2,1,Medium/Medium,Lean (170-185),No,3200000,,,69,50,59,64,61,60,63,41,53,65,43,63,64,50,52,65,65,73,71,56,75,61,62,54,61,62,63,61,59,50,43,48,63,62,63,9,8,10,9,10,,57+2,57+2,57+2,61,59,59,59,61,60+2,60+2,60+2,60+2,59+2,59+2,59+2,60+2,62+2,60+2,60+2,60+2,62+2,62+2,61+2,61+2,61+2,62+2,14+2
270485,/player/270485/franco-carboni/240002,24,2,9/22/23,F. Carboni,Franco Ezequiel Carboni,"LWB, LM, LB",64,78,1300000,9000,20,4/4/03,183,76,111811,Monza,31,Serie A,1,SUB,11,Inter,,2024,52,Argentina,,,,Left,2,2,1,Medium/Medium,Normal (170-185),No,,,,64,40,55,57,60,65,61,36,62,60,38,57,62,48,47,59,64,64,52,61,57,48,68,70,65,39,59,59,53,45,41,55,59,60,63,6,14,12,7,12,,53+2,53+2,53+2,55,54,54,54,55,54+2,54+2,54+2,57+2,55+2,55+2,55+2,57+2,62+2,59+2,59+2,59+2,62+2,62+2,61+2,61+2,61+2,62+2,16+2
246871,/player/246871/enzo-barrenechea/240002,24,2,9/22/23,E. Barrenechea,Enzo Barrenechea,"CDM, CM",64,77,1400000,14000,22,5/22/01,186,81,111657,Frosinone,31,Serie A,1,SUB,45,Juventus,,2024,52,Argentina,,,,Right,2,3,1,Low/Medium,Normal (185+),No,,,Long Ball Pass,62,63,63,68,58,64,49,58,45,70,59,71,57,49,70,67,65,60,64,59,65,71,59,66,66,67,56,59,59,64,62,58,59,60,58,7,9,14,9,6,,62+2,62+2,62+2,63,64,64,64,63,65+2,65+2,65+2,64+2,66+2,66+2,66+2,64+2,61+2,63+2,63+2,63+2,61+2,60+2,59+2,59+2,59+2,60+2,14+2
276422,/player/276422/giorgi-kvernadze/240002,24,2,9/22/23,G. Kvernadze,Giorgi Kvernadze,LW,64,77,1400000,3000,20,2/7/03,188,80,111657,Frosinone,31,Serie A,1,SUB,17,,1/1/23,2024,20,Georgia,,,,Right,3,3,1,Medium/Medium,Lean (185+),No,3400000,,,77,58,59,67,29,56,60,57,53,61,53,71,60,52,54,66,75,78,67,55,59,65,67,51,64,55,37,25,55,59,55,58,26,30,21,6,9,9,6,7,,61+2,61+2,61+2,64,63,63,63,64,62+2,62+2,62+2,63+2,56+2,56+2,56+2,63+2,48+2,45+2,45+2,45+2,48+2,45+2,40+2,40+2,40+2,45+2,12+2
266333,/player/266333/luca-gemello/240002,24,2,9/22/23,L. Gemello,Lucas Gemello,GK,64,74,1100000,6000,22,7/3/00,190,80,54,Torino,31,Serie A,1,SUB,1,,7/1/19,2024,27,Italy,,,,Right,2,1,1,Medium/Medium,Normal (185+),No,2100000,,,,,,,,,14,7,11,19,7,9,11,20,23,18,31,31,28,44,22,50,55,18,61,5,23,14,7,35,19,37,5,11,10,64,64,66,65,67,31,21+2,21+2,21+2,19,20,20,20,19,20+2,20+2,20+2,20+2,21+2,21+2,21+2,20+2,18+2,20+2,20+2,20+2,18+2,18+2,20+2,20+2,20+2,18+2,63+2
266877,/player/266877/demba-seck/240002,24,2,9/22/23,D. Seck,Demba Seck,"ST, CF, RM",64,74,1300000,9000,22,2/10/01,190,81,54,Torino,31,Serie A,1,SUB,23,,1/31/22,2025,136,Senegal,,,,Left,3,3,1,Medium/Low,Lean (185+),No,2500000,,Rapid,76,63,55,73,30,57,57,65,45,60,51,77,60,47,50,77,75,77,72,49,58,79,63,63,62,48,33,21,57,50,66,55,27,34,28,6,6,11,12,11,,64+2,64+2,64+2,66,65,65,65,66,63+2,63+2,63+2,65+2,56+2,56+2,56+2,65+2,50+2,45+2,45+2,45+2,50+2,47+2,40+2,40+2,40+2,47+2,13+2
268804,/player/268804/mario-gila-fuentes/240002,24,2,9/22/23,Mario Gila,Mario Gila Fuentes,CB,64,72,1200000,8000,22,8/29/00,185,80,46,Lazio,31,Serie A,1,RES,34,,7/12/22,2027,45,Spain,,,,Right,3,2,1,Low/Medium,Normal (185+),No,2300000,,,66,38,53,61,64,64,47,28,69,65,41,59,42,36,63,62,69,64,60,58,67,54,72,64,64,49,60,61,24,36,38,63,62,67,65,14,10,10,6,14,,50+2,50+2,50+2,52,50,50,50,52,52+2,52+2,52+2,54+2,56+2,56+2,56+2,54+2,61+2,62+2,62+2,62+2,61+2,62+2,64+2,64+2,64+2,62+2,16+2
228751,/player/228751/marcin-listkowski/240002,24,2,9/22/23,M. Listkowski,Marcin Listkowski,"CF, LW, CM",64,69,875000,4000,25,2/10/98,178,68,347,Lecce,31,Serie A,1,RES,19,,9/1/20,2025,37,Poland,,,,Right,3,3,1,High/Medium,Normal (170-185),No,1600000,,"Technical, Flair",77,59,59,69,48,64,52,58,49,64,52,69,52,32,63,65,79,76,80,63,85,65,64,75,58,57,63,52,59,65,63,61,43,51,44,13,12,15,16,11,,62+2,62+2,62+2,65,64,64,64,65,65+2,65+2,65+2,65+2,63+2,63+2,63+2,65+2,59+2,58+2,58+2,58+2,59+2,57+2,53+2,53+2,53+2,57+2,19+2
245639,/player/245639/andre-anderson-pomilio-lima/240002,24,2,9/22/23,André Anderson,André Anderson Pomilio Lima da Silva,"CF, CAM, ST",64,69,900000,9000,23,9/23/99,180,75,46,Lazio,31,Serie A,1,RES,28,,6/15/21,2025,27,Italy,,,,Right,3,3,1,High/Medium,Lean (170-185),No,1600000,,Technical,70,59,60,67,25,49,50,60,50,67,57,70,54,40,58,66,70,70,71,55,65,65,53,63,47,50,35,15,65,66,60,55,30,20,15,8,9,9,11,12,,61+2,61+2,61+2,64,64,64,64,64,65+2,65+2,65+2,64+2,59+2,59+2,59+2,64+2,46+2,44+2,44+2,44+2,46+2,42+2,35+2,35+2,35+2,42+2,15+2
233809,/player/233809/alessandro-rossi/240002,24,2,9/22/23,A. Rossi,Alessandro Rossi,ST,64,66,725000,11000,26,1/3/97,183,78,46,Lazio,31,Serie A,1,RES,27,,6/15/21,2024,27,Italy,,,,Right,2,3,1,High/Low,Normal (170-185),No,1300000,,,65,64,55,62,31,64,52,66,64,65,61,63,53,50,49,65,68,63,59,62,46,67,75,59,74,59,43,32,60,48,53,55,28,26,24,7,5,14,10,6,,64+2,64+2,64+2,62,62,62,62,62,61+2,61+2,61+2,61+2,56+2,56+2,56+2,61+2,48+2,47+2,47+2,47+2,48+2,46+2,44+2,44+2,44+2,46+2,13+2
257353,/player/257353/warren-bondo/240002,24,2,9/22/23,W. Bondo,Warren Bondo,"CM, RM",63,79,1200000,5000,19,9/15/03,177,63,111811,Monza,31,Serie A,1,RES,38,,7/28/22,2025,18,France,,,,Right,2,3,1,High/Medium,Normal (170-185),No,2800000,,"Technical, Trivela",77,55,58,72,58,64,50,53,51,64,38,71,58,39,60,73,78,77,79,62,75,67,68,66,62,51,67,61,59,57,59,69,54,65,52,14,7,7,7,14,,62+2,62+2,62+2,65,64,64,64,65,65+2,65+2,65+2,65+2,63+2,63+2,63+2,65+2,62+2,62+2,62+2,62+2,62+2,62+2,61+2,61+2,61+2,62+2,16+2
270636,/player/270636/etienne-camara/240002,24,2,9/22/23,E. Camara,Etienne Camara,"CDM, CM",63,78,1100000,2000,20,3/30/03,190,72,55,Udinese,31,Serie A,1,RES,21,,7/14/23,2027,18,France,,,,Left,2,2,1,Medium/Medium,Normal (185+),No,2700000,,,63,45,54,61,62,69,45,40,59,62,41,60,45,42,56,67,63,63,57,58,53,57,70,66,71,42,66,58,45,55,48,58,65,65,59,12,10,9,8,6,,55+2,55+2,55+2,56,56,56,56,56,57+2,57+2,57+2,57+2,58+2,58+2,58+2,57+2,60+2,62+2,62+2,62+2,60+2,60+2,63+2,63+2,63+2,60+2,14+2
271146,/player/271146/alessandro-sorrentino/240002,24,2,9/22/23,A. Sorrentino,Alessandro Sorrentino,GK,63,75,1000000,4000,21,4/3/02,190,80,111811,Monza,31,Serie A,1,RES,91,,7/13/22,2027,27,Italy,,,,Right,3,1,1,Medium/Medium,Lean (185+),No,1900000,,,,,,,,,13,5,10,21,9,12,11,12,18,13,39,41,23,48,26,45,58,20,64,6,26,10,5,33,14,34,6,12,10,65,64,60,62,67,40,21+2,21+2,21+2,19,20,20,20,19,20+2,20+2,20+2,21+2,20+2,20+2,20+2,21+2,19+2,20+2,20+2,20+2,19+2,19+2,21+2,21+2,21+2,19+2,62+2
270502,/player/270502/anthony-oyono/240002,24,2,9/22/23,A. Oyono,Anthony Oyono Omva Torque,RB,63,72,1000000,2000,22,4/12/01,183,74,111657,Frosinone,31,Serie A,1,RB,22,,1/30/22,2027,115,Gabon,,,,Right,3,2,1,Medium/Medium,Lean (170-185),No,2000000,,Slide Tackle,71,34,52,54,60,61,52,33,42,59,38,53,41,39,56,51,72,71,61,61,62,32,55,71,55,35,65,62,44,44,39,51,61,63,63,7,12,9,7,6,,47+2,47+2,47+2,52,50,50,50,52,52+2,52+2,52+2,55+2,54+2,54+2,54+2,55+2,61+2,60+2,60+2,60+2,61+2,61+2,59+2,59+2,59+2,61+2,14+2
240785,/player/240785/michele-cerofolini/240002,24,2,9/22/23,M. Cerofolini,Michele Cerofolini,GK,63,70,825000,2000,24,1/4/99,188,80,111657,Frosinone,31,Serie A,1,SUB,31,,8/14/23,2026,27,Italy,,,,Right,1,1,1,Medium/Medium,Normal (185+),No,1700000,,,,,,,,,10,10,14,16,15,11,13,11,24,19,37,37,37,50,55,47,58,25,61,12,22,12,10,40,15,45,18,13,13,62,63,62,66,63,37,24+2,24+2,24+2,21,23,23,23,21,23+2,23+2,23+2,22+2,23+2,23+2,23+2,22+2,20+2,22+2,22+2,22+2,20+2,20+2,23+2,23+2,23+2,20+2,62+2
230858,/player/230858/samuele-perisan/240002,24,2,9/22/23,S. Perisan,Samuele Perisan,GK,63,67,525000,2000,25,8/21/97,192,83,1746,Empoli,31,Serie A,1,SUB,1,,7/1/22,2025,27,Italy,,,,Right,3,1,1,Medium/Medium,Normal (185+),No,984000,,,,,,,,,12,20,14,22,11,11,13,11,19,24,47,45,34,57,48,42,61,37,62,20,24,21,14,12,25,49,13,14,16,68,59,56,58,65,46,28+2,28+2,28+2,24,25,25,25,24,23+2,23+2,23+2,24+2,22+2,22+2,22+2,24+2,25+2,24+2,24+2,24+2,25+2,25+2,25+2,25+2,25+2,25+2,62+2
274197,/player/274197/francesco-gelli/240002,24,2,9/22/23,F. Gelli,Francesco Gelli,"CM, CAM",63,65,600000,3000,26,10/15/96,173,70,111657,Frosinone,31,Serie A,1,LCM,14,,1/31/23,2024,27,Italy,,,,Right,3,2,1,High/Medium,Lean (170-185),No,1100000,,,67,59,60,65,47,54,53,59,44,66,49,65,45,36,64,65,69,65,68,57,74,61,47,69,48,58,50,49,63,65,52,56,41,52,45,6,8,13,12,5,,59+2,59+2,59+2,63,63,63,63,63,64+1,64+1,64+1,63+2,63+2,63+2,63+2,63+2,57+2,56+2,56+2,56+2,57+2,55+2,50+2,50+2,50+2,55+2,13+2
277013,/player/277013/chaka-traore/240002,24,2,9/22/23,C. Traorè,Chaka Traorè,LW,62,81,1000000,4000,18,12/23/04,175,70,47,Milan,31,Serie A,1,RES,70,,7/1/23,2028,108,Côte d'Ivoire,,,,Right,3,3,1,Medium/Medium,Normal (170-185),No,2300000,,,64,67,57,62,27,46,55,73,58,57,60,63,66,47,51,64,65,63,59,46,59,63,52,51,44,64,42,21,61,62,61,56,26,23,27,12,13,6,10,13,,62+2,62+2,62+2,62,62,62,62,62,61+2,61+2,61+2,60+2,54+2,54+2,54+2,60+2,44+2,41+2,41+2,41+2,44+2,42+2,37+2,37+2,37+2,42+2,15+2
265762,/player/265762/filippo-missori/240002,24,2,9/22/23,F. Missori,Filippo Missori,RB,62,80,1000000,1000,19,3/24/04,182,70,111974,Sassuolo,31,Serie A,1,RES,2,,6/29/23,2025,27,Italy,,,,Right,3,2,1,Medium/Medium,Normal (170-185),No,2300000,,,59,35,48,60,61,52,60,32,56,50,35,66,36,43,36,54,64,55,50,58,65,33,55,56,49,37,54,59,55,45,46,49,52,69,70,11,12,9,6,14,,49+2,49+2,49+2,54,52,52,52,54,51+2,51+2,51+2,54+2,51+2,51+2,51+2,54+2,59+2,55+2,55+2,55+2,59+2,60+2,58+2,58+2,58+2,60+2,16+2
272450,/player/272450/giacomo-faticanti/240002,24,2,9/22/23,G. Faticanti,Giacomo Faticanti,"CDM, CM",62,80,950000,800,18,7/31/04,186,75,347,Lecce,31,Serie A,1,RES,23,,8/25/23,2027,27,Italy,,,,Right,3,2,1,Medium/High,Lean (185+),No,2300000,,,55,44,56,58,59,63,45,40,62,68,40,58,42,47,63,61,57,53,53,59,57,57,64,66,60,39,66,58,45,45,49,55,52,62,67,6,6,6,8,10,,53+2,53+2,53+2,53,54,54,54,53,55+2,55+2,55+2,56+2,58+2,58+2,58+2,56+2,59+2,61+2,61+2,61+2,59+2,59+2,61+2,61+2,61+2,59+2,13+2
277636,/player/277636/rares-burnete/240002,24,2,9/22/23,R. Burnete,Rares Burnete,"ST, LW",62,80,1000000,2000,19,1/31/04,185,81,347,Lecce,31,Serie A,1,SUB,45,,7/1/23,2025,39,Romania,,,,Left,3,2,1,Medium/Medium,Normal (185+),No,2400000,,,62,65,45,61,23,60,38,66,62,49,57,63,58,47,39,65,59,64,53,54,55,64,66,58,62,68,54,22,58,48,57,57,17,16,21,12,13,10,13,9,,62+2,62+2,62+2,58,60,60,60,58,57+2,57+2,57+2,56+2,50+2,50+2,50+2,56+2,41+2,39+2,39+2,39+2,41+2,39+2,37+2,37+2,37+2,39+2,16+2
264845,/player/264845/julen-jon-guerrero-landabaso/240002,24,2,9/22/23,Julen Jon,Julen Jon Guerrero Landabaso,"ST, CAM, LM",62,79,1000000,13000,19,4/14/04,186,69,52,Roma,31,Serie A,1,RES,28,Real Madrid,,2024,45,Spain,,,,Left,3,3,1,Medium/Medium,Lean (185+),No,,,,70,56,57,60,40,63,39,56,69,69,50,59,34,40,65,62,72,68,61,64,59,55,74,60,64,58,61,36,62,60,42,42,30,42,45,10,10,10,14,9,,62+2,62+2,62+2,60,62,62,62,60,63+2,63+2,63+2,61+2,61+2,61+2,61+2,61+2,52+2,53+2,53+2,53+2,52+2,51+2,51+2,51+2,51+2,51+2,17+2
276951,/player/276951/riccardo-pagano/240002,24,2,9/22/23,R. Pagano,Riccardo Pagano,"CAM, CM, CF",62,79,1000000,3000,18,11/28/04,175,69,52,Roma,31,Serie A,1,SUB,60,,7/1/23,2026,27,Italy,,,,Right,3,3,1,Medium/Medium,Normal (170-185),No,2300000,,Trivela,62,55,62,64,46,46,48,56,49,70,49,63,61,57,63,67,60,64,63,62,71,59,44,50,44,49,45,29,51,62,58,61,44,53,59,9,14,7,11,7,,57+2,57+2,57+2,60,61,61,61,60,62+2,62+2,62+2,60+2,60+2,60+2,60+2,60+2,54+2,54+2,54+2,54+2,54+2,53+2,49+2,49+2,49+2,53+2,16+2
277918,/player/277918/baylin-johnson/240002,24,2,9/22/23,B. Johnson,Baylin Johnson,"RW, RM, LM",62,78,1000000,2000,17,7/3/05,180,74,347,Lecce,31,Serie A,1,RES,71,AFC Bournemouth,,2024,14,England,,,,Right,3,3,1,High/Medium,Lean (170-185),No,,,,83,56,53,67,28,51,56,54,48,55,53,66,56,43,44,68,84,82,79,44,78,69,62,55,52,48,40,23,55,53,53,51,27,26,22,9,6,11,6,14,,59+2,59+2,59+2,62,60,60,60,62,59+2,59+2,59+2,61+2,52+2,52+2,52+2,61+2,47+2,41+2,41+2,41+2,47+2,44+2,37+2,37+2,37+2,44+2,13+2
257786,/player/257786/christian-dalle-mura/240002,24,2,9/22/23,C. Dalle Mura,Christian Dalle Mura,CB,62,77,925000,6000,21,2/2/02,185,71,110374,Fiorentina,31,Serie A,1,RES,30,,7/1/19,2025,27,Italy,,,,Left,2,2,1,Low/Medium,Lean (185+),No,2200000,,Slide Tackle,59,30,45,43,65,60,41,24,68,55,30,35,30,34,44,45,63,56,47,58,66,42,69,61,61,31,52,64,28,40,28,48,62,68,66,5,14,13,6,11,,43+2,43+2,43+2,42,42,42,42,42,43+2,43+2,43+2,45+2,47+2,47+2,47+2,45+2,57+2,57+2,57+2,57+2,57+2,59+2,62+2,62+2,62+2,59+2,15+2
270884,/player/270884/jacopo-desogus/240002,24,2,9/22/23,J. Desogus,Jacopo Desogus,"CF, LM",62,74,975000,4000,20,10/1/02,174,68,1842,Cagliari,31,Serie A,1,RES,38,,1/13/22,2027,27,Italy,,,,Right,3,3,1,Medium/Medium,Normal (170-185),No,2000000,,,76,61,57,69,28,50,59,59,42,57,63,70,60,58,49,68,80,73,79,54,80,67,52,58,47,62,48,26,52,58,59,53,24,28,29,6,12,10,12,10,,59+2,59+2,59+2,64,62,62,62,64,62+2,62+2,62+2,62+2,55+2,55+2,55+2,62+2,49+2,44+2,44+2,44+2,49+2,46+2,38+2,38+2,38+2,46+2,15+2
277515,/player/277515/stiven-shpendi/240002,24,2,9/22/23,S. Shpendi,Stiven Shpendi,ST,62,74,975000,2000,20,5/19/03,181,77,1746,Empoli,31,Serie A,1,RES,7,,8/5/23,2025,1,Albania,,,,Right,3,2,1,Medium/Medium,Normal (170-185),No,2000000,,,66,63,45,64,22,57,43,65,60,50,53,67,49,38,36,65,70,62,58,58,58,61,68,58,61,63,45,13,63,48,65,55,19,19,21,11,8,12,15,14,,62+2,62+2,62+2,60,61,61,61,60,58+2,58+2,58+2,58+2,51+2,51+2,51+2,58+2,42+2,38+2,38+2,38+2,42+2,40+2,36+2,36+2,36+2,40+2,17+2
225432,/player/225432/daniele-sommariva/240002,24,2,9/22/23,D. Sommariva,Daniele Sommariva,GK,62,65,400000,3000,25,7/18/97,185,76,110556,Genoa,31,Serie A,1,RES,39,,7/5/23,2028,27,Italy,,,,Right,2,1,1,Medium/Medium,Normal (185+),No,750000,,,,,,,,,15,18,19,31,18,13,20,20,23,18,40,44,37,58,58,47,57,31,57,17,27,19,15,21,21,28,20,17,19,64,56,62,59,68,42,28+2,28+2,28+2,24,26,26,26,24,25+2,25+2,25+2,25+2,25+2,25+2,25+2,25+2,26+2,26+2,26+2,26+2,26+2,26+2,27+2,27+2,27+2,26+2,61+2
202793,/player/202793/alessandro-berardi/240002,24,2,9/22/23,A. Berardi,Alessandro Berardi,GK,62,62,200000,4000,32,1/16/91,185,78,206,Hellas Verona,31,Serie A,1,SUB,22,,1/17/19,2025,27,Italy,,,,Right,3,1,1,Medium/Medium,Normal (185+),No,360000,,,,,,,,,14,10,11,29,19,11,16,15,32,21,50,51,35,60,45,42,58,45,55,19,23,21,12,55,22,53,11,19,17,61,58,56,63,64,50,26+2,26+2,26+2,27,28,28,28,27,30+2,30+2,30+2,29+2,31+2,31+2,31+2,29+2,28+2,29+2,29+2,29+2,28+2,28+2,25+2,25+2,25+2,28+2,61+1
